"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Arthur Goldstuck, Mail and Guardian (Johannesburg)","","","Business and Finance;Web Feet","614 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;Lamont's Quantum Leap","1387 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;In With The New, Out With The Old","1760 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;South African Media In Brief","520 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Fresh Current At SABC","880 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;IMF Talks Back","507 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;Motor Industry Set For Bumpy Ride","1440 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;'Soweto Girl Makes It'","1094 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South African Business Barometer","360 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;Sale Plans Spark Row","1014 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Science and Health;Top Science Councils Named","1360 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Ode To The Ou In The No 6 Jersey","2000 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;In South Africa, A Composer's Lament","960 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa: The Deathly Sounds Of Soaps","387 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;The Syrian Debacle","494 words"," Africa News","","",
"Iden Wetherell, Mail and Guardian (Johannesburg)","","","Zimbabwe;Leadership Debacle At University of Zimbabwe","614 words"," Africa News","","",
"Rebecca Smithes and Owen Bowcott, Mail and Guardian (Johannesburg)","","","Angola;Di Hits Political Minefield","360 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Angola;'Princess Of Peace' in Angola","640 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Zambia;Identity Crunch For Chiluba","814 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;'Sexist' Judge In Name Wrangle","614 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;The View From The (Troubled) Bench","1400 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Comic Fights Rape 'Feeding Frenzy'","1560 words"," Africa News","","",
"Brandon Hamber, Mail and Guardian (Johannesburg)","","","South Africa;When Should Society Tire Of The Voices Of The Past?","1414 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;Go-Betweens Keep The Truth Body Working","400 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;They Speak Up, And Let Revenge Take Care Of Itself","1494 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;Ivy Almost Made Special Envoy","454 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;Migration Policy Flaws Being Ironed Out","947 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Top Guns Say Air Force Is 'racist'","800 words"," Africa News","","",
"Joshua Amupadhi, Mail and Guardian (Johannesburg)","","","South Africa;Diary Of A Troubled Institution","534 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Wits Loses Mandela","320 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Wits: The Prof Who Got Cold Feet","1240 words"," Africa News","","",
"Marion Edmunds and Rehana Rossouw, Mail and Guardian (Johannesburg)","","","South Africa;Damning ANC Report On RDP Audit","1014 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Kenya and South Africa;Dolphin Boss In R30m Cash Row In Kenya Deal","1214 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","South Africa;SABC Book Avoids Its Past","280 words"," Africa News","","",
"Sturat Hess, Mail and Guardian (Johannesburg)","","","Sports - Soccer;South Africa: Safa Prepares To Dump Soccer Tsar","814 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Government At Odds Over Syrian Deal","960 words"," Africa News","","",
"Angella Johnson, Mail and Guardian (Johannesburg)","","","South Africa;Omar and Duarte 'Overreacted'","640 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;De Klerk 'Knew Of Third Force Activities'","1014 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Only one Mpumalanga politician refuses expensive car","498 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Stock Market Starts Week Quieter In Zimbabwe","320 words"," Africa News","","",
"Peter Masebu, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;African Adolescent Reproductive Health Forum Opens","360 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;South Africa In Favor Of Syrian Arms Deal","440 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Mozambican Police Destroy Arms Caches","280 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;Annan Supports African Peacekeeping Force","840 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. Concerned About Opposition Arrests In Niger","307 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopian Air to Import Modern Passenger Aircraft","427 words"," Africa News","","",
"Ethiopian News Agency","","","Somalia;Refugees Say Trust Key For Peace In Somalia","440 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Schools Under Construction and Renovation","120 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Potable Water Projects Under Way in Regions","360 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Lemon said scarce in Addis","93 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;2,044 Women Treated For Abortion Related Problems","227 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Police Apprehend 289 Alleged Criminals","227 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Court Hears Testimonies Of Prosecution Witnesses","507 words"," Africa News","","",
"Kisut G/Egziabher, Ethiopian News Agency","","","Ethiopia;'First-Ever' Organized Church Disturbances Incitement Ever","920 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;President Says Sudan Creates Own Political Problems","360 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopia's Credit Service Grows","494 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopian Company to Set Up Sweets Factory","294 words"," Africa News","","",
"Seifu Mahifere, Ethiopian News Agency","","","Ethiopia;House Speaker Commends Prison Administration","1480 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Sudan an Obstacle, says Minister","507 words"," Africa News","","",
"Kisut G/Egziabher, Ethiopian News Agency","","","Somalia;NSC Co-Chairmen Meet the press","1560 words"," Africa News","","",
"Ethiopian News Agency","","","East Africa;IGAD Presents Project Proposals to Donor Countries","427 words"," Africa News","","",
"Elias Abebe, Ethiopian News Agency","","","Ethiopia;ESDL-ONLF to Merge Soon","534 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ethiopia Warns Sudan Not to "Externalise" Internal Debacle","1054 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara;Sahara Weekly News Update (1/13 - 1/19)","400 words"," Africa News","","",
"Africa Policy Information Center (Washington, DC)","","","United States and Africa; Lawyers Group Examines Sudan Rights","2280 words"," Africa News","","",
"World Food Programme","","","Zaire; WFP Eastern Zaire Situation Report No. 43","774 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 82 on the Great Lakes (01/18-20)","2200 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 81 on the Great Lakes (01/17)","1307 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 80 on the Great Lakes (01/16)","1614 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Rwanda; UN System's Development Activities In Rwanda","320 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 79 on the Great Lakes (01/15)","1627 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Burundi; UN Humanitarian Situation Report - Burundi (Dec 30 - Jan 13)","2467 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;Tanzania Heads Group Of 77","755 words"," Africa News","","",
"Panafrican News Agency","","","Ghana;Test-tube Triplets Delivered In Ghana","387 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Mozambican Army Arrests","414 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;Israel, South Africa Relations To Remain, Says Envoy","427 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","United States and Africa;South Africa Accuses United States Of Bullying","467 words"," Africa News","","",
"Charl Blignaut, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;SA Music Videos Scoop Cannes Nominations","520 words"," Africa News","","",
"Sudan Democratic Gazette (London)","","","Sudan;New US Foreign Policy Team Could be More Proactive Towards NIF","1414 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Illegal Detention of Journalists","2080 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia and Sudan;15,000 Sudanese Ready to Trek into Western Ethiopia","387 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Business and Finance;CPU Organises Seminar on the Internet","160 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Africa-at-Large;Third African Workshop to Close Tomorrow","320 words"," Africa News","","",
"Tamrat Bekele, (Editorial), Addis Tribune (Addis Ababa)","","","Ethiopia;Enhance Human Rights Education At All Levels","427 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Tobia Suspends Publication, Rights Group Expresses Concern","374 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Problems Continue for Ethiopian Orthodox Church","254 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Sudan;Sudan Calls For Jihad","480 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Thirty-Thousand Hectares Unutilized Land in Addis Ababa","1627 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Sports - General;Cross Country: Gete Still First After Spain Race","147 words"," Africa News","","",
"Dr Richard Pankhurst, Addis Tribune (Addis Ababa)","","","Ethiopia;A History of Early Twentieth Century Ethiopia","1440 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Politics is Hollow Without Economics","2320 words"," Africa News","","",
"Meaza Ashenafi, Addis Tribune (Addis Ababa)","","","Ethiopia;Fighting For Women's Rights In Ethiopia","1187 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Truth and Reconciliation Press Statement","1894 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Tutu Has Prostate Cancer","294 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 3 - Africa (1/17)","3120 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Rwanda; UN Coordinator Condemns Aid Workers' Deaths","427 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa;Emergency Update No. 83 on the Great Lakes (01/21)","1520 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Tutu Has Prostate Cancer","320 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;Tanzania Heads Group Of 77","294 words"," Africa News","","",
