"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Permsec Challenges Local Hotels","259 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zambian Mine on course","159 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Three Zambia Banks Lose Licences","390 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Speaker, Ministers' Perks To Be Raised","480 words"," Africa News","","",
"Newsdesk, Times of Zambia (Lusaka)","","","Africa-at-Large;Hope For Africa Lies in Embracing Democratic Values (Editorial)","426 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Defiant Unions Face Deregistration?","192 words"," Africa News","","",
"United Nations","","","Liberia; Annan Addresses Challenges For Post-Election Liberia","1004 words"," Africa News","","",
"Chilombo Mwondela, Post of Zambia (Lusaka)","","","Zambia;Miyanda Expresses Ignorance Over Non Payment Of Pensioners","158 words"," Africa News","","",
"Sheikh Chifuwe, Post of Zambia (Lusaka)","","","Sports - Soccer;FAZ Lines Up 6 Friendlies","357 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - Soccer;Power Goes For Lifebuoy","273 words"," Africa News","","",
"Chilombo Mwondela, Post of Zambia (Lusaka)","","","Business and Finance;State To 'Keep' ZESCO, ZAMTEL and ZNOC","369 words"," Africa News","","",
"Chilombo Mwondela, Post of Zambia (Lusaka)","","","Zambia;Labour Minister Expects Formal Sector Growth","347 words"," Africa News","","",
"Paul Busharizi, New Vision (Kampala)","","","Business and Finance;Ugandan Treasury Discount Rate Drops Below 10%","149 words"," Africa News","","",
"Karyeija Kagambirwe, New Vision (Kampala)","","","Business and Finance;Eight Bid For Uganda Market","228 words"," Africa News","","",
"Jennifer Bakyawa, New Vision (Kampala)","","","Business and Finance;Ugandan MPs Doubt Anglo PSI Firm","401 words"," Africa News","","",
"David Musoke, New Vision (Kampala)","","","Business and Finance;Ugandan Instant Coffee Venture Under Threat","288 words"," Africa News","","",
"Abrahaam Odeke, New Vision (Kampala)","","","Business and Finance;Uganda's Manufacturers Demand Government Protection","233 words"," Africa News","","",
"John Odyek, New Vision (Kampala)","","","Business and Finance;Nigeria, Uganda to Establish Air Link","240 words"," Africa News","","",
"John Kakande and Ofwono-Opondo, New Vision (Kampala)","","","Science and Health;Ugandan MPs Attack NEMA Boss Over Hyacinth","290 words"," Africa News","","",
"Nathan Etengu, New Vision (Kampala)","","","East Africa;Kenyans Decline To See 'Rebel' Camp in Uganda","157 words"," Africa News","","",
"Henry Tumwine, New Vision (Kampala)","","","Science and Health;Uganda Bill To Ban Smoking In Offing","211 words"," Africa News","","",
"David Musoke, New Vision (Kampala)","","","Uganda;Former World Bank Boss Here Tomorrow","181 words"," Africa News","","",
"Michael Sentongo, New Vision (Kampala)","","","Uganda;Vice President Cannot Afford Food Says Secretary","377 words"," Africa News","","",
"John Eremu, New Vision (Kampala)","","","Science and Health;Uganda: 47 Babies Aborted In Makerere Hall","252 words"," Africa News","","",
"Cranimer Mugerwa, New Vision (Kampala)","","","Uganda;Mortar And Machine Gunfire Rocks Kitumba","443 words"," Africa News","","",
"The Nation (Nairobi)","","","Science and Health;Kenya Pollution Menace Needs Tough Action (Editorial)","379 words"," Africa News","","",
"Nation Reporter, The Nation (Nairobi)","","","Kenya;Makadara MP Dies In Hospital","252 words"," Africa News","","",
"Nation Reporter, The Nation (Nairobi)","","","Kenya;Education Minister Speaks Out On Closures","483 words"," Africa News","","",
"Nick Oyo, The Nation (Nairobi)","","","Sports - Soccer;Kenya Win Last Fixture","440 words"," Africa News","","",
"Eric Odanga, The Nation (Nairobi)","","","Sports - Soccer;Kenya Sides In Action On First Day","510 words"," Africa News","","",
"Jacinta Sekoh, The Nation (Nairobi)","","","Kenya;National Convention Executive Committee To Hold Rally","520 words"," Africa News","","",
"Justin Konchora, The Nation (Nairobi)","","","Kenya;Knut Team, Masinde Hold Talks","292 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Schools Close As Strike Bites","1419 words"," Africa News","","",
"Kisut G/Egziabhere, Ethiopian News Agency","","","United States and Africa;Reverend Sullivan to Launch Bankers Training in Ethiopia","483 words"," Africa News","","",
"Yeshitela Kokeb, Ethiopian News Agency","","","Business and Finance;Kuwaitis Say Investment Opportunities Attractive In Ethiopia","724 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Confederation of Ethiopian Trade Unions Holds Congress","176 words"," Africa News","","",
"Asfaw Gemmeda, Ethiopian News Agency","","","Ethiopia;Participatory Planning, Food For Rehabilitation Workshop Opens","409 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Federal High Court Hears Defence Objections","283 words"," Africa News","","",
"Abebech Wolde, Ethiopian News Agency","","","Africa-at-Large;African Conference of Churches Conducts Pre-Assembly Session","317 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ambassadors, Representative Visit Drought Areas in Tigray","239 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Researchers Discovers Two Hominid Species in Ethiopia","199 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Saturday's Meeting Unconstitutional: Dr. Abdulmejid","273 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;UNDP Donates Vehicles to Parliament","166 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Business and Finance;Ethiopian telecommunication Invites Bids","174 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Tutu In Addis For All Africa Conference Of Churches Assembly","501 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Culture, Tradition Attract Tourists, Says Expert","194 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Tis Abay Power Plant Granted 9 Million Birr","160 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Promoting Ethiopia's Name in the Technology World","898 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Tamrat's Case Postponed Due to Insufficient Judges","160 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Private Banks Have 'Little Chance Of Growing'","3313 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Umra Pilgrims Remain In Saudi Illegally: Ambassador","198 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;EHRCO Cites Right to Work Violations","489 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Crop Production Poor in Marginal Areas","128 words"," Africa News","","",
"the beginning of October 1896, when the Russians published their, Addis Tribune (Addis Ababa)","","","Science and Health;Ethiopia's Historic Quest for Medicine, 6","366 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Germany to Provide 19,000 MT of Wheat to Ethiopia","112 words"," Africa News","","",
"Tamrat Bekele (Editorial), Addis Tribune (Addis Ababa)","","","Ethiopia;Policy Making - Make Connection with the People","122 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Business and Finance;More Ethiopian Business Start-ups In Past Three Months","984 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Ethiopia;Electricity Rationing Expected","1185 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","United States and Africa;DV-98 Immigrant Visa Lottery Results Released","232 words"," Africa News","","",
"Addis Tribune (Addis Ababa)","","","Ethiopia;Canada, IFC Launch Technical Assistance Fund","220 words"," Africa News","","",
"Andrea Weiss, City Editor and Sapa, Cape Argus (Cape Town)","","","Business and Finance;South Africa: New company to take over from Meat Board","341 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;After The Trauma of Rape...Institutionalised Abuse (Editorial)","281 words"," Africa News","","",
"M. Netshitenzhe (Commentary), Cape Argus (Cape Town)","","","South Africa;Genuine Non-Racialism A Long Way Off","929 words"," Africa News","","",
"United States Information Agency","","","Egypt; Daniel Charles Kurtzer Named Ambassador To Egypt","290 words"," Africa News","","",
"United States Information Agency","","","Algeria; Clinton Names Cameron Hume As Ambassador To Algeria","218 words"," Africa News","","",
"United Nations","","","Rwanda; General Assembly Speech By Rwandan Minister","410 words"," Africa News","","",
"United Nations","","","Ethiopia; General Assembly Speech By Ethiopian Minister","987 words"," Africa News","","",
"Nation Correspondents, The Nation (Nairobi)","","","Kenya;MPs support NCEC rally","372 words"," Africa News","","",
"David Aduda, The Nation (Nairobi)","","","Kenya;Strike: Ministry drops court plan","758 words"," Africa News","","",
"Elias Makori, The Nation (Nairobi)","","","Sports - General;Cricket: South Africans win clash","379 words"," Africa News","","",
"Alfred Wasike and Gilbert Awekofua, New Vision (Kampala)","","","Business and Finance;Ugandan Coffee Saga Ends With Compromise","378 words"," Africa News","","",
"Hillary Nsambu and Edith Kimuli, New Vision (Kampala)","","","Uganda;Zziwa Loses Kampala Seat","305 words"," Africa News","","",
"Pelegrine Otonga, New Vision (Kampala)","","","Uganda;Eight Killed In Gulu Bus Ambush","360 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Meningitis Kills Four, Infects 33 in Ethiopia","171 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Attorneys Appeal For Client's Acquittal","228 words"," Africa News","","",
"Ethiopian News Agency","","","Africa-at-Large;Churches Urged To Intensify Activities On Youth, Women","277 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Co-operation Vital To Bring Perpetrators Of Genocide To Justice","373 words"," Africa News","","",
"Emman Omari, Chief Parliamentary Reporter, The Nation (Nairobi)","","","Kenya;Matiba's new party registered","764 words"," Africa News","","",
"Joe Ombuor, The Nation (Nairobi)","","","Science and Health;Kenya's Burning shame: The vanishing forests of Imenti","1048 words"," Africa News","","",
"Andrew Ngwiri (Commentary), The Nation (Nairobi)","","","Kenya;The stoppage that should be used to map out sound policies","2045 words"," Africa News","","",
"Gitau Warigi, The Nation (Nairobi)","","","Kenya;Reform talks: Where the IPPG went wrong","1935 words"," Africa News","","",
"Wachira Maina (Commentary), The Nation (Nairobi)","","","Kenya;Is this Kenya's second?","2172 words"," Africa News","","",
"Amnesty International","","","Congo Kinshasa;Truth suppressed as government blocks UN investigations; Amnesty:","680 words"," Africa News","","",
"Amnesty International","","","Senegal; Amnesty: Dozens of civilians killed in Casamance","901 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;'Incompetence' delays Roossenekal housing project","332 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","SA reserve wants to give animals free reign of the road","261 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","Science and Health;SA game reserve's lions under threat","303 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Envisaged Boere Republic registered in Mpumalanga","402 words"," Africa News","","",
"John Hammond, African Eye News Service (South Africa)","","","Science and Health;Three appear for trying to sell rhino horn","226 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Police closed South Africa's dagga wholesaler","631 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Nepotism probe into Mpumalanga politicians","791 words"," Africa News","","",
"Notti Mwesigwa, New Vision (Kampala)","","","Uganda;MPs Query Col Kale's Movements","328 words"," Africa News","","",
"Kalungi Kabuye, New Vision (Kampala)","","","Uganda;Uganda Airlines Plane In Mishap","260 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Sports - General;Rennie and Campbell Spur Zimbabwe to Victory","253 words"," Africa News","","",
"Michael Kariati, Zimbabwe Standard (Harare)","","","Sports - Soccer;Soccer Stars' Selection Date To Be Delayed","423 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Zimbabwe;Logging Allowed In National Parks' Wilderness Area","383 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Zimbabwe;More Perks For Chefs","589 words"," Africa News","","",
"United Nations","","","Liberia; Press Briefing By Special Representative For Liberia","1164 words"," Africa News","","",
