obsid	ucdpid	dyadid	side_a	acr	side_b	startdate	enddate	oldid	oldconfid	olddyadid	extraterritorial	rebpolwing	rebpolwinglegal	rebestimate	rebestlow	rebesthigh	rebstrength	centcontrol	strengthcent	mobcap	armsproc	fightcap	terrcont	terrname	effterrcont	conflicttype	transconstsupp	rebextpart	rebpresosts	presname	rebel.support	rtypesup	rsupname	gov.support	gtypesup	gsupname	govextpart	type.of.termination	victory.side	prevactive	prevact.ref	oldobsid
NSA.3.4-982	118	700	Uganda	UGA	Kikosi Maalum	1979-01-01	1979-3-26	2180	2180.2	2180.2-1	0	acknowledged link	no	950	950	950	weaker	yes	high	low	moderate	moderate	no	NA	NA	civil war	no	no	extensive	Tanzania	explicit	troops	Tanzania	explicit	military	Libya, Soviet Union	minor	6.1	NA	1	NSA.3.4-979	NSA.3.3-976
NSA.3.4-985	118	701	Uganda	UGA	Fronasa	1979-01-01	1979-3-26	NA	NA	NA	0	no	NA	1500	70	3000	weaker	yes	high	low	moderate	moderate	no	NA	NA	civil war	no	no	extensive	Tanzania	explicit	troops	Tanzania	explicit	military	Libya, Soviet Union	minor	6.1	NA	0		NSA.3.3-979
NSA.3.4-988	118	703	Uganda	UGA	FUNA	1980-01-01	1981-12-31	NA	NA	NA	0	no	NA	5000	2000	7100	weaker	yes	NA	low	moderate	moderate	no	NA	NA	civil war	no	no	no	NA	no	NA	NA	explicit	military	Tanzania	no	5	NA	0		NSA.3.3-982
NSA.3.4-991	118	704	Uganda	UGA	UNRF	1981-01-01	1983-12-31	2180	2180.4	2180.4-1	0	no	NA	3000	3000	3000	weaker	yes	NA	low	low	low	yes	Terengo County	low	civil war	NA	NA	NA	.	NA	NA	.	NA	NA	.	NA	5	NA	1	NSA.3.4-988	NSA.3.3-985
NSA.3.4-994	118	706	Uganda	UGA	UPDA	1986-04-01	1987-12-31	2180	2180.5	2180.5-1	0	no	NA	1000	1000	1000	weaker	yes	low	low	NA	moderate	no	NA	NA	civil war	no	no	no		no	NA		no	NA		no	5	NA	0		NSA.3.3-988
NSA.3.4-997	118	708	Uganda	UGA	Lord's Army	1988-01-01	1988-12-31	NA	NA	NA	0	no	NA	2000	2000	2000	much weaker	yes	moderate	low	low	low	no	NA	NA	civil war	no	no	no	NA	no	NA	NA	explicit	military	Libya	no	5	NA	1	NSA.3.4-943	NSA.3.3-991
NSA.3.4-1000	119	216	United Kingdom	UKG	PIRA/IRA	1971-08-01	1991-12-15	2190	2190.1	2190.1-1	0	explicit link	no	300	250	300	much weaker	yes	high	moderate	low	low	no	NA	NA	secessionist conflict	explicit	minor	some	Ireland	explicit	military	Libya; Ireland (endorsement)	no	NA		no	5	NA	0		NSA.3.3-994
NSA.3.4-1003	119	248	United Kingdom	UKG	Real IRA	1998-08-15	1998-08-15	2190	2190.2	2190.2-1	0	no	NA	150	100	200	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	explicit	minor	some	Ireland	no	NA		no	NA		no	2	NA	1	NSA.3.4-1000	NSA.3.3-997
NSA.3.4-1006	120	225	El Salvador	SAL	FMLN	1980-09-02	1991-12-31	2200	2200.2	2200.2-1	0	explicit link	no	6000	4500	15000	weaker	yes	moderate	high	low	low	yes	Parts of Rural El Salvador	moderate	civil war	tacit	no	no		explicit	military	Nicaragua; Cuba	explicit	military	USA	no	1	NA	1	NSA.3.4-1009,NSA.3.4-1012	NSA.3.3-1000
NSA.3.4-1009	120	508	El Salvador	SAL	FPL	1979-10-01	1979-12-31	2200	2200.2	2200.2-4	0	explicit link	no	NA	NA	NA	much weaker	yes	moderate	low	low	low	no	NA	NA	civil war	tacit	no	no		explicit	military	Nicaragua; Cuba	explicit	military	USA	no	6.1	NA	0		NSA.3.3-1003
NSA.3.4-1012	120	510	El Salvador	SAL	ERP	1979-10-01	1979-12-31	2200	2200.2	2200.2-1	0	explicit link	no	NA	NA	NA	much weaker	yes	moderate	low	low	low	no	NA	NA	civil war	tacit	no	no		explicit	military	Nicaragua; Cuba	explicit	military	USA	no	6.1	NA	0		NSA.3.3-1006
NSA.3.4-1015	120	514	El Salvador	SAL	Military faction (forces of Benjamin Mejia)	1972-03-25	1972-03-25	2200	2200.1	2200.1-1	0	explicit link	yes	NA	NA	NA	much weaker	yes	NA	low	moderate	moderate	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-1009
NSA.3.4-1018	121	561	Oman, Iran, Jordan, United Kingdom	OMA	PFLOAG	1969-01-01	1975-12-31	2210	2210	2210-1	0	no	NA	2000	1500	3000	weaker	yes	moderate	low	moderate	low	yes	Dhofar Province	moderate	civil war	explicit	no	extensive	Yemen	explicit	military	Yemen; China; Iraq	explicit	troops	Iran (troops); UK, Jordan, S. Arabia (military)	no	5	NA	0		NSA.3.3-1012
NSA.3.4-1021	122	560	Rhodesia	ZIM	ZANU	1973-04-04	1976-01-31	2220	2220	2220-1	0	explicit link	no	500	500	500	much weaker	yes	high	low	moderate	low	no	NA	NA	civil war	tacit	no	extensive	Mozambique; Zambia	explicit	military	USSR; Cuba; Several African states	no	NA		no	6.1	NA	0		NSA.3.3-1015
NSA.3.4-1024	122	565	Rhodesia	ZIM	ZAPU	1967-09-05	1968-12-31	2220	2220	2220-2	0	explicit link	no	500	500	500	much weaker	yes	moderate	low	moderate	low	no	NA	NA	civil war	tacit	no	extensive	Mozambique; Zambia	explicit	military	USSR; Cuba; Several African states	no	NA		no	5	NA	0		NSA.3.3-1018
NSA.3.4-1027	122	565	Rhodesia	ZIM	ZAPU	1973-01-01	1974-12-31	2220	2220	2220-2	0	explicit link	no	500	500	500	much weaker	yes	moderate	low	moderate	low	no	NA	NA	civil war	tacit	no	extensive	Mozambique; Zambia	explicit	military	USSR; Cuba; Several African states	no	NA		no	6.1	NA	1	NSA.3.4-1024	NSA.3.3-1021
NSA.3.4-1030	122	712	Rhodesia	ZIM	ZANU-PF	1976-02-01	1979-11-18	2220	2220	2220-1	0	explicit link	no	12000	11000	14000	weaker	yes	high	high	moderate	low	no	NA	NA	civil war	tacit	no	extensive	Mozambique; Zambia	explicit	military	USSR; Cuba; Several African states	no	NA		no	1	NA	1	NSA.3.4-1021	NSA.3.3-1024
NSA.3.4-1033	123	491	Uruguay	URU	MLN  or Tupamaros	1972-01-28	1972-11-15	2230	2230	2230-1	0	no	NA	NA	NA	NA	weaker	yes	high	moderate	low	low	no	NA	NA	civil war	no	no	no		no	NA	 	no	NA		no	4	1	0		NSA.3.3-1027
NSA.3.4-1036	125	490	Chile	CHL	Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman)	1973-09-11	1973-09-11	2250	2250	2250-1	0	no	NA	NA	NA	NA	much stronger	yes	high	moderate	high	high	no	NA	NA	coup d'etat	no	no	no		explicit	non-military	USA	no	NA		no	4	2	0		NSA.3.3-1030
NSA.3.4-1039	126	223	Bangladesh	BNG	JSS/SB/Shanti Bahini	1975-02-01	1992-11-15	2260	2260	2260-1	0	no	NA	5000	2000	7000	weaker	yes	low	moderate	low	low	no	NA	NA	civil war	no	no	some	India	alleged	military	India  	no	NA		no	2	NA	0		NSA.3.3-1033
NSA.3.4-1042	129	544	Pakistan	PAK	Baluchi separatists	1974-01-01	1977-07-05	2290	2290	2290-1	0	alleged link	no	7000	6000	8000	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	tacit	no	no		no	NA		explicit	troops	Iran	no	5	NA	0		NSA.3.3-1036
NSA.3.4-1045	129	638	Pakistan	PAK	Baluch Ittehad	2005-01-01	2006-12-31	NA	NA	NA	0	explicit link	yes	NA	NA	NA	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no	NA	no	NA	NA	no	NA	NA	no	6.1	NA	1	NSA.3.4-1042	NSA.3.3-1039
NSA.3.4-1048	129	639	Pakistan	PAK	BLA/Baluchistan Liberation Army	2004-01-01	2011-12-31	NA	NA	NA	0	no	NA	5000	700	5000	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no	NA	alleged	military	India, Afghanistan	no	NA	NA	no	5	NA	0		NSA.3.3-1042
NSA.3.4-1051	129	774	Pakistan	PAK	BRA/Baluchistan Republican Army	2008-01-01	2009-12-31	NA	NA	NA	0	alleged link	yes	NA	NA	NA	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no	NA	alleged	military	India, Afghanistan	no	NA	NA	no	5	NA	0		NSA.3.3-1045
NSA.3.4-1054	130	435	Eritrea	ERI	EIJM	1997-04-30	1999-12-31	2300	2300.1	2300.1-1	0	no	NA	500	500	500	much weaker	yes	moderate	low	low	low	no	NA	NA	civil war	tacit	no	extensive	Sudan	explicit	military	Sudan	no	NA		no	5	NA	1	NSA.3.4-1051	NSA.3.3-1048
NSA.3.4-1057	130	435	Eritrea	ERI	EIJM	2003-01-01	2003-12-31	2300	2300.2	2300-2.1	0	no	NA	500	500	500	much weaker	yes	moderate	low	low	low	no	NA	NA	civil war	tacit	no	extensive	Sudan	explicit	military	Sudan	no	NA		no	2	NA	0		NSA.3.3-1051
NSA.3.4-1060	131	7	Angola, Cuba	ANG	UNITA	1975-11-11	1980-12-31	2310	2310.1	2310.1-1	0	explicit link	no	3000	2000	3000	much weaker	yes	high	moderate	low	low	no	NA	NA	civil war	no	no	some	S. Africa; Zaire	explicit	troops	S. Africa; Other military support: US; Zaire; Tanzania; Zambia; Israel; Egypt; Saudi Arabia; Kuwait	explicit	troops	Cuba; USSR	no	NA	NA	0		NSA.3.3-1054
NSA.3.4-1063	131	7	Angola, Cuba	ANG	UNITA	1981-01-01	1988-12-31	2310	2310.1	2310.1-1	0	no	NA	50000	15000	65000	weaker	yes	high	moderate	moderate	moderate	yes	Parts of Southern Angola	moderate	civil war	no	no	some	S. Africa; Zaire	explicit	troops	S. Africa; Other military support: US; Zaire; Tanzania; Zambia; Israel; Egypt; Saudi Arabia; Kuwait	explicit	troops	Cuba; USSR	no	NA	NA	1	NSA.3.4-484,NSA.3.4-1060	NSA.3.3-1057
NSA.3.4-1066	131	7	Angola, Cuba	ANG	UNITA	1989-01-01	1991-05-01	2310	2310.1	2310.1-1	0	no	NA	50000	15000	65000	weaker	yes	high	moderate	moderate	moderate	yes	Parts of Southern Angola	moderate	civil war	no	no	no		explicit	military	S. Africa; US; Zaire	no	NA		no	1	NA	1	NSA.3.4-484,NSA.3.4-1060,NSA.3.4-1063	NSA.3.3-1060
NSA.3.4-1069	131	7	Angola	ANG	UNITA	1992-09-01	1992-12-31	2310	2310.1	2310.1-1	0	explicit link	yes	45000	30000	60000	parity	yes	high	moderate	moderate	moderate	yes	Parts of Southern Angola	moderate	civil war	no	no	no		explicit	military	S. Africa; US; Zaire	no	NA		no	NA	NA	1	NSA.3.4-484,NSA.3.4-1060,NSA.3.4-1063,NSA.3.4-1066	NSA.3.3-1063
NSA.3.4-1072	131	7	Angola	ANG	UNITA	1993-01-01	1997-12-31	2310	2310.1	2310.1-1	0	explicit link	yes	45000	30000	60000	parity	yes	high	moderate	moderate	moderate	yes	Parts of Southern Angola	moderate	civil war	no	no	no		no	NA		no	NA		no	NA	NA	1	NSA.3.4-484,NSA.3.4-1060,NSA.3.4-1063,NSA.3.4-1066,NSA.3.4-1069	NSA.3.3-1066
NSA.3.4-1075	131	7	Angola, Namibia	ANG	UNITA	1998-08-01	2002-02-22	2310	2310.2	2310.2-1	0	no	NA	20000	10000	60000	weaker	yes	high	low	low	moderate	no	NA	NA	civil war	no	no	no		no	NA		no	NA		no	1	NA	1	NSA.3.4-484,NSA.3.4-1060,NSA.3.4-1063,NSA.3.4-1066,NSA.3.4-1069,NSA.3.4-1072	NSA.3.3-1069
NSA.3.4-1078	131	568	Angola, Cuba	ANG	FNLA	1975-11-11	1979-12-31	2310	2310.1	2310.1-3	0	explicit link	no	NA	NA	NA	much weaker	yes	moderate	low	low	low	no	NA	NA	civil war	no	no	some	S. Africa; Zaire	explicit	troops	S. Africa; Other military support: US; Zaire; Tanzania; Zambia; Israel; Egypt; Saudi Arabia; Kuwait	explicit	troops	Cuba; USSR	no	5	NA	1	NSA.3.4-481	NSA.3.3-1072
NSA.3.4-1081	133	54	Ethiopia	ETH	ONLF	1994-02-26	2011-12-31	2330	2330.2	2330.2-1	0	acknowledged link	yes	8000	8000	8000	much weaker	yes	low	low	low	low	no	NA	NA	secessionist conflict	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NSA.3.4-1084	NSA.3.3-1075
NSA.3.4-1084	133	283	Ethiopia	ETH	al-Itahad al-Islami	1993-10-13	1999-12-31	NA	NA	3140-1	0	no	NA	2000	2000	2000	much weaker	NA	NA	NA	NA	NA	no	NA	NA	secessionist conflict	tacit	major	extensive	Somalia	explicit	military	Sudan; Eritrea	no	NA		no	5	NA	0		NSA.3.3-1078
NSA.3.4-1087	133	522	Ethiopia, Cuba	ETH	WSLF	1976-09-01	1983-12-31	2330	2330.1	2330.1-1	0	no	NA	20000	20000	20000	weaker	yes	NA	low	low	low	no	NA	NA	secessionist conflict	tacit	no	extensive	Somalia	explicit	troops	Somalia	explicit	troops	USSR; Cuba	no	5	NA	0		NSA.3.3-1081
NSA.3.4-1090	133	792	Ethiopia	ETH	Ogaden Liberation Front	1964-01-11	1964-12-31	NA	NA	NA	0	NA	NA	NA	NA	NA	weaker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0		NSA.3.3-1084
NSA.3.4-1093	134	344	Indonesia	INS	Fretilin	1975-12-07	1984-12-31	2340	2340.1	2340.1-1	0	no	NA	30000	30000	30000	weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no		explicit	non-military	Portugal	explicit	military	USA 	no	NA	NA	0		NSA.3.3-1087
NSA.3.4-1096	134	344	Indonesia	INS	Fretilin	1985-01-01	1989-12-31	2340	2340.1	2340.1-1	0	no	NA	2000	200	4000	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no		explicit	non-military	Portugal	explicit	military	USA 	no	5	NA	1	NSA.3.4-1090	NSA.3.3-1090
NSA.3.4-1099	134	344	Indonesia	INS	Fretilin	1992-12-15	1992-12-31	2340	2340.2	2340.2-1	0	no	NA	200	200	4000	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no		explicit	non-military	Portugal	explicit	military	USA 	no	5	NA	1	NSA.3.4-1093,NSA.3.4-1096	NSA.3.3-1093
NSA.3.4-1102	134	344	Indonesia	INS	Fretilin	1997-05-31	1998-12-31	2340	2340.3	2340.3-1	0	no	NA	3000	200	4000	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no		explicit	non-military	Portugal	explicit	military	USA 	no	1	NA	1	NSA.3.4-1093,NSA.3.4-1096,NSA.3.4-1099	NSA.3.3-1096
NSA.3.4-1105	135	98	Morocco	MOR	POLISARIO	1975-01-20	1989-10-11	2350	2350	2350-1	0	no	NA	10000	5000	15000	weaker	yes	moderate	moderate	low	low	yes	Parts of Western Sahara	moderate	secessionist conflict	no	no	extensive	Algeria	explicit	military	Algeria; N. Korea; Libya	explicit	military	USA 	no	5	NA	0		NSA.3.3-1099
NSA.3.4-1108	136	99	Mozambique	MZM	Renamo	1977-01-01	1992-10-04	2360	2360	2360-1	0	no	NA	20000	10000	22000	parity	yes	moderate	low	moderate	moderate	yes	Parts of rural Northern Mozambique	low	civil war	explicit	no	extensive	S. Africa; Kenya; Rhodesia	explicit	military	Rhodesia (until 1979); S. Africa; Kenya	explicit	military	USSR; East Germany; Cuba; N. Korea	no	1	NA	0		NSA.3.3-1102
NSA.3.4-1111	137	327	Afghanistan, Soviet Union	AFG	Taliban	1995-02-01	1996-09-28	2370	2370.2	2370.2-1	0	no	NA	25000	25000	25000	parity	yes	high	moderate	moderate	high	yes	Parts of southern Afghanistan	moderate	civil war	NA	NA	NA		NA	NA		NA	NA		NA	4	2	0		NSA.3.3-1105
NSA.3.4-1114	137	327	Afghanistan	AFG	Taliban	2003-06-04	2005-12-31	2370	2370.3	2370.3-1	0	no	NA	1500	1000	2000	much weaker	yes	moderate	low	low	low	no	NA	NA	civil war	explicit	major	some	Pakistan	no	NA		explicit	troops	multinational coalition	no	NA	NA	1	NSA.3.4-1108	NSA.3.3-1108
NSA.3.4-1117	137	327	Afghanistan	AFG	Taliban	2006-01-01	2011-12-31	2370	2370.3	2370.3-1	0	no	NA	15000	4000	25000	weaker	yes	moderate	low	low	low	no	NA	NA	civil war	explicit	major	some	Pakistan	no	NA		explicit	troops	multinational coalition	no	NA	NA	1	NSA.3.4-1108,NSA.3.4-1111	NSA.3.3-1111
NSA.3.4-1120	137	411	Afghanistan, Soviet Union	AFG	Jamiat-i-Islami	1979-03-20	1989-02-28	2370	2370.1	2370.1-2	0	no	NA	12000	10000	12000	weaker	yes	moderate	moderate	low	low	no	NA	NA	civil war	explicit	major	extensive	Pakistan; Iran	explicit	military	US; Pakistan; Saudi Arabia; Iran	explicit	troops	USSR	no	NA	NA	0		NSA.3.3-1114
NSA.3.4-1123	137	411	Afghanistan, Soviet Union	AFG	Jamiat-i-Islami	1989-03-01	1992-04-28	2370	2370.1	2370.1-2	0	no	NA	12000	10000	12000	weaker	yes	moderate	moderate	low	low	no	NA	NA	civil war	explicit	major	extensive	Pakistan; Iran	explicit	military	US; Iran	explicit	military	USSR	no	4	2	1	NSA.3.4-1120	NSA.3.3-1117
NSA.3.4-1126	137	411	Afghanistan	AFG	Jamiat-i-Islami	1996-01-01	1996-12-31	NA	NA	NA	0	explicit link	no	60000	60000	60000	weaker	yes	moderate	moderate	moderate	moderate	yes	Parts of northern Afghanistan	moderate	civil war	no	no	no	NA	explicit	military	Saudi Arabia, Pakistan, United States, China	explicit	military	Saudi Arabia, Pakistan	no	6.1	NA	1	NSA.3.4-1120,NSA.3.4-1123	NSA.3.3-1120
NSA.3.4-1129	137	412	Afghanistan, Soviet Union	AFG	Hezb-i-Islami	1980-03-01	1989-02-28	2370	2370.1	2370.1-1	0	no	NA	NA	NA	NA	weaker	yes	moderate	moderate	low	low	no	NA	NA	civil war	explicit	major	extensive	Pakistan; Iran	explicit	military	US; Pakistan; Saudi Arabia; Iran	explicit	troops	USSR	no	NA	NA	0		NSA.3.3-1123
NSA.3.4-1132	137	412	Afghanistan, Soviet Union	AFG	Hezb-i-Islami	1989-03-01	1992-04-28	2370	2370.1	2370.1-1	0	no	NA	NA	NA	NA	weaker	yes	moderate	moderate	low	low	no	NA	NA	civil war	explicit	major	extensive	Pakistan; Iran	explicit	military	US; Iran	explicit	military	USSR	no	4	2	1	NSA.3.4-1129	NSA.3.3-1126
NSA.3.4-1135	137	412	Afghanistan	AFG	Hezb-i-Islami	1992-06-01	1995-12-31	2370	2370.2	2370.2-3	0	no	NA	50000	50000	50000	parity	yes	moderate	moderate	moderate	moderate	no	NA	NA	civil war	NA	NA	NA		NA	NA		NA	NA		NA	6	NA	1	NSA.3.4-1129,NSA.3.4-1132	NSA.3.3-1129
NSA.3.4-1138	137	412	Afghanistan	AFG	Hezb-i-Islami	2008-01-01	2011-12-31	NA	NA	NA	0	no	NA	NA	NA	NA	much weaker	yes	moderate	low	low	low	yes	Parts of Wardak and Karpisa provinces	low	civil war	no	no	no	NA	alleged	military	Pakistan, Iran	explicit	military	U.S.-led coalition	no	NA	NA	1	NSA.3.4-1129,NSA.3.4-1132,NSA.3.4-1135	NSA.3.3-1132
NSA.3.4-1141	137	413	Afghanistan, Soviet Union	AFG	Hezb-i-Wahdat	1989-02-28	1995-12-31	2370	2370.1	2370.1-3	0	no	NA	116000	116000	116000	parity	yes	moderate	low	moderate	moderate	no	NA	NA	civil war	explicit	major	extensive	Iran	explicit	military	Iran	explicit	military	USSR	no	4	2	0		NSA.3.3-1135
NSA.3.4-1144	137	422	Afghanistan	AFG	Junbish-i Milli-yi Islami	1993-03-08	1995-12-31	NA	NA	NA	0	explicit link	no	65000	65000	65000	parity	yes	moderate	moderate	moderate	moderate	yes	Parts of northern Afghanistan around Mazar-i-Sharif	moderate	civil war	no	no	no	NA	explicit	military	Uzbekistan, Pakistan, Iran	explicit	military	Saudi Arabia, India	no	5	NA	0		NSA.3.3-1138
NSA.3.4-1147	137	423	Afghanistan, Soviet Union	AFG	UIFSA	1996-10-13	2001-11-12	2370	2370.2	2370.2-2	0	no	NA	115000	115000	115000	weaker	yes	moderate	moderate	low	low	yes	Parts of northern Afghanistan	moderate	civil war	no	no	some	Tajikistan, others	explicit	military	Iran; Russia; Uzbekistan	explicit	non-military	Pakistan	alleged	4	2	0		NSA.3.3-1141
NSA.3.4-1150	137	476	Afghanistan, Soviet Union	AFG	Military Faction	1990-03-06	1990-03-08	2370	2370.1	2370.1-6	0	no	NA	NA	NA	NA	weaker	yes	moderate	low	moderate	moderate	no	NA	NA	coup d'etat	NA	NA	NA	.	NA	NA	.	NA	NA	.	NA	4	1	0		NSA.3.3-1144
NSA.3.4-1153	137	727	Afghanistan	AFG	Hizb-i Demokratik-i Khalq-i Afghanistan	1978-01-01	1978-12-31	NA	NA	NA	0	explicit link	yes	600	600	600	parity	yes	high	low	moderate	moderate	no		NA	coup d'etat	no	no	no	NA	no	NA		explicit	military	Soviet Union	no	4	2	0		NSA.3.3-1147
NSA.3.4-1156	137	731	Afghanistan	AFG	Harakat-i Inqilab-i Islami-yi Afghanistan	1980-01-01	1988-12-31	NA	NA	NA	0	explicit link	no	2500	2000	3000	much weaker	yes	moderate	low	low	low	yes	much of Afghanistan outside of Kabul	moderate	civil war	no	no	no	NA	explicit	military	 United States, United Kingdom, Pakistan, China, Saudi Arabia	explicit	military	Soviet Union	no	5	NA	0		NSA.3.3-1150
NSA.3.4-1159	137	732	Afghanistan	AFG	Mahaz-i Milli-yi Islami-yi Afghanistan	1980-01-01	1989-12-31	NA	NA	NA	0	explicit link	no	2500	2000	3000	much weaker	yes	moderate	low	low	low	yes	much of Afghanistan outside Kabul	moderate	civil war	no	no	no	NA	explicit	military	United States, United Kingdom, Pakistan, China, Saudi Arabia	explicit	military	Soviet Union	no	5	NA	0		NSA.3.3-1153
NSA.3.4-1162	137	733	Afghanistan	AFG	Jabha-yi Nijat-i Milli-yi Afghanistan	1980-01-01	1988-12-31	NA	NA	NA	0	explicit link	no	2250	1500	3000	much weaker	yes	moderate	low	low	low	yes	much of Afghanistan outside Kabul	moderate	civil war	no	no	no	NA	explicit	military	United States, United Kingdom, Pakistan, China, Saudi Arabia	explicit	military	Soviet Union	no	5	NA	0		NSA.3.3-1156
NSA.3.4-1165	137	735	Afghanistan	AFG	Ittihad-i Islami Bara-yi Azadi-yi Afghanistan	1981-07-16	1988-12-31	NA	NA	NA	0	explicit link	no	1250	1000	1500	much weaker	yes	moderate	low	low	low	yes	much of Afghanistan outside Kabul	moderate	civil war	no	no	no	NA	explicit	military	United States, United Kingdom, Pakistan, China, Saudi Arabia	explicit	military	Soviet Union	no	5	NA	0		NSA.3.3-1159
NSA.3.4-1168	137	737	Afghanistan, Soviet Union	AFG	Harakat-i Islami-yi Afghanistan	1984-01-01	1984-12-31	NA	NA	NA	0	explicit link	no	2000	2000	2000	much weaker	yes	moderate	low	low	low	yes	some of central Afghanistan	low	civil war	no	no	no	NA	no	NA		explicit	military	Soviet Union	no	5	NA	0		NSA.3.3-1162
NSA.3.4-1171	137	760	Afghanistan	AFG	Hizb-i Islami-yi Afghanistan - Khalis faction	1980-01-01	1991-12-31	NA	NA	NA	0	explicit link	no	2000	1000	3000	much weaker	yes	moderate	low	low	low	yes	much of Afghanistan outside Kabul	moderate	civil war	no	no	no	NA	explicit	military	United States, United Kingdom, Pakistan, China, Saudi Arabia	explicit	military	Soviet Union	no	5	NA	0		NSA.3.3-1165
NSA.3.4-1174	139	262	India	IND	ATTF	1992-10-12	1993-08-23	2390	2390.2	2390.2-2	0	acknowledged link	yes	800	150	1500	much weaker	no	NA	low	low	low	no	NA	NA	secessionist conflict	no	no	extensive	Bangladesh	alleged	military	Pakistan	no	NA		no	1	NA	0		NSA.3.3-1168
NSA.3.4-1177	139	262	India	IND	ATTF	1997-01-01	1999-12-31	2390	2390.2	2390.2-2	0	acknowledged link	yes	800	150	1500	much weaker	no	NA	low	low	low	no	NA	NA	secessionist conflict	no	no	extensive	Bangladesh	alleged	military	Pakistan	no	NA		no	5	NA	1	NSA.3.4-1174	NSA.3.3-1171
NSA.3.4-1180	139	269	India	IND	NLFT	1995-10-01	2006-12-31	2390	2390.2	2390.2-1	0	alleged link	yes	900	200	1600	much weaker	yes	low	low	low	low	no	NA	NA	secessionist conflict	no	no	extensive	Bangladesh	alleged	military	Pakistan	no	NA		no	5	NA	0		NSA.3.3-1174
NSA.3.4-1183	139	515	India	IND	TNV	1979-07-09	1988-08-12	2390	2390.1	2390.1-1	0	no	NA	200	200	450	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	some	Bangladesh	no	NA		no	NA		no	4	1	0		NSA.3.3-1177
NSA.3.4-1186	140	231	Nicaragua	NIC	FDN/Contras	1982-03-18	1990-04-19	2400	2400.2	2400.2-1	0	no	NA	13500	10000	17000	weaker	yes	moderate	low	moderate	low	no	NA	NA	civil war	no	no	extensive	Honduras; Costa Rica	explicit	military	USA; Honduras; Costa Rica; Others	explicit	military	Cuba; USSR	no	1	NA	0		NSA.3.3-1180
NSA.3.4-1189	140	567	Nicaragua	NIC	FSLN	1977-10-10	1979-07-17	2400	2400.1	2400.1-1	0	explicit link	yes	3000	3000	3000	weaker	yes	moderate	high	low	low	yes	Parts of Northern Nicaragua	moderate	civil war	no	no	some	Costa Rica	explicit	military	Cuba; Venezuela; Panama; Costa Rica	no	NA		no	4	2	0		NSA.3.3-1183
NSA.3.4-1192	141	207	Somalia	SOM	SNM	1983-02-05	1991-12-31	2410	2410.1	2410.1-3	0	explicit link	no	10000	5000	10000	weaker	yes	high	moderate	moderate	moderate	yes	Republic of Somaliland	high	civil war	no	no	some	UK 	no	NA		no	NA		no	4	2	0		NSA.3.3-1186
NSA.3.4-1195	141	208	Somalia	SOM	SPM	1989-01-01	1991-12-31	2410	2410.1	2410.1-5	0	no	NA	5000	1000	10000	weaker	yes	moderate	low	moderate	moderate	no	NA	NA	civil war	no	no	no		no	NA		no	NA		no	4	2	0		NSA.3.3-1189
NSA.3.4-1198	141	209	Somalia	SOM	SSDF	1982-01-18	1984-12-31	2410	2410.1	2410.1-2	0	no	NA	1200	1200	1200	weaker	yes	high	low	low	low	no	NA	NA	civil war	no	no	no		no	NA		no	NA		no	4	2	0		NSA.3.3-1192
NSA.3.4-1201	141	210	Somalia	SOM	USC	1990-11-18	1991-01-29	2410	2410.1	2410.1-4	0	no	NA	1000	1000	1000	much weaker	yes	low	low	moderate	moderate	no	NA	NA	civil war	no	no	no		no	NA		no	NA		no	4	2	0		NSA.3.3-1195
NSA.3.4-1204	141	211	Somalia	SOM	USC Faction	1991-01-29	1996-12-31	2410	2410.1	2410.1-6	0	no	NA	6000	1000	10000	parity	yes	high	moderate	moderate	moderate	yes	Parts of Mogadishu	moderate	civil war	no	no	no		alleged	non-military	Libya	explicit	military	Ethiopia	no	6	NA	0		NSA.3.3-1198
NSA.3.4-1207	141	212	Somalia	SOM	SRRC	2001-05-12	2002-12-31	2410	2410.2	2410.2-1	0	no	NA	NA	NA	NA	weaker	yes	moderate	moderate	moderate	moderate	no	NA	NA	civil war	no	no	NA		explicit	military	Ethiopia	explicit	military	Saudi Arabia; Libya; Eritrea; Djibouti	no	6	NA	0		NSA.3.3-1201
