actorid,name data,name orig,name orig full,name orig fulleng,namechange,newname,newname full mt,newname fulleng,org,conflictid,dyadid,primary party,osid,osvcoalition,osvcoalitionid,nsid,nscoalition,nscoalitionid,splinter,name prev,actorid prev,split temp,name split temp,actorid split temp,alliance,name alliance,actorid alliance,join group,group name,actorid group,location,gwno loc,region
516,Government of Burundi,Government of Burundi,,Government of Burundi,0,,,,4,"1-141, 1-274, 1-90","11, 12, 12582, 13, 14, 15, 485, 770, 835, 862, 863, 865",1,516,0,,,0,,0,,,0,,,0,,,0,,,"Burundi, Somalia, Mali","516, 520, 432",4
517,Government of Rwanda,Government of Rwanda,Government of Rwanda,Government of Rwanda,0,,,,4,"1-179, 1-274, 1-86","12582, 127, 128, 39, 40, 828, 831, 835, 862, 863, 865",1,517,0,,,0,,0,,,0,,,0,,,0,,,"Rwanda, Burundi, DR Congo (Zaire), Mali","517, 516, 490, 432",4
520,Government of Somalia,Government of Somalia,,Government of Somalia,0,,,,4,"1-133, 1-141, 1-71","207, 208, 209, 210, 211, 212, 522, 589, 632, 770, 804",1,520,0,,,0,,0,,,0,,,0,,,0,,,"Ethiopia, Somalia","520, 530",4
522,Government of Djibouti,Government of Djibouti,,Government of Djibouti,0,,,,4,"1-141, 1-184, 1-260","43, 44, 770, 776",1,,0,,,0,,0,,,0,,,0,,,0,,,"Djibouti, Somalia, Eritrea","522, 520, 531",4
530,Government of Ethiopia,Government of Ethiopia,,Government of Ethiopia,0,,,,4,"1-133, 1-141, 1-168, 1-215, 1-219, 1-261, 1-262, 1-268, 1-38, 1-70, 1-71, 1-78","283, 45, 46, 47, 48, 49, 50, 51, 52, 522, 53, 54, 55, 589, 618, 632, 667, 754, 755, 770, 791, 792, 796, 804, 811, 852",1,530,0,,,0,,0,,,0,,,0,,,0,,,"North Korea, South Korea, Ethiopia, Somalia, Sudan, Eritrea","731, 732, 530, 520, 625, 531","3, 4"
531,Government of Eritrea,Government of Eritrea,,Government of Eritrea,0,,,,4,"1-130, 1-215, 1-260","435, 45, 776",1,,0,,,0,,0,,,0,,,0,,,0,,,"Eritrea, Ethiopia, Djibouti","531, 530, 522",4
540,Government of Angola,Government of Angola,,Government of Angola,0,,,,4,"1-131, 1-192, 1-214, 1-86","189, 190, 191, 36, 37, 38, 39, 40, 41, 568, 7",1,540,0,,,0,,0,,,0,,,0,,,0,,,"Angola, Congo, DR Congo (Zaire)","540, 484, 490",4
541,Government of Mozambique,Government of Mozambique,,Government of Mozambique,0,,,,4,1-136,99,1,,0,,,0,,0,,,0,,,0,,,0,,,Mozambique,541,4
552,Government of Zimbabwe (Rhodesia),Government of Rhodesia,,Government of Rhodesia,1,Government of Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),4,"1-122, 1-136, 1-86","40, 41, 560, 565, 712, 99",1,552,0,,,0,,0,,,0,,,0,,,0,,,"Zimbabwe (Rhodesia), Mozambique, DR Congo (Zaire)","552, 541, 490",4
560,Government of South Africa,Government of South Africa,,Government of South Africa,0,,,,4,"1-101, 1-122, 1-131, 1-150, 1-217, 1-222, 1-38","516, 558, 560, 568, 618, 7, 832, 92",1,560,0,,,0,,0,,,0,,,0,,,0,,,"North Korea, South Korea, South Africa, Zimbabwe (Rhodesia), Angola, Swaziland, Namibia, Botswana, Lesotho, Central African Republic","731, 732, 560, 552, 540, 572, 565, 571, 570, 482","3, 4"
565,Government of Namibia,Government of Namibia,,Government of Namibia,0,,,,4,"1-131, 1-86","40, 41, 7",0,,0,,,0,,0,,,0,,,0,,,0,,,"Angola, DR Congo (Zaire)","540, 490",4
570,Government of Lesotho,Government of Lesotho,,Government of Lesotho,0,,,,4,1-217,92,1,,0,,,0,,0,,,0,,,0,,,0,,,Lesotho,570,4
571,Government of Botswana,Government of Botswana,,Government of Botswana,0,,,,4,1-217,92,0,,0,,,0,,0,,,0,,,0,,,0,,,Lesotho,570,4
580,Government of Madagascar,Government of Madagascar,,Government of Madagascar,0,,,,4,1-114,540,1,580,0,,,0,,0,,,0,,,0,,,0,,,Madagascar (Malagasy),580,4
581,Government of Comoros,Government of Comoros,,Government of Comoros,0,,,,4,"1-167, 1-213","158, 35",1,,0,,,0,,0,,,0,,,0,,,0,,,Comoros,581,4
600,Government of Morocco,Government of Morocco,,Government of Morocco,0,,,,4,"1-115, 1-135, 1-176, 1-81, 1-86","320, 541, 611, 681, 98",1,,0,,,0,,0,,,0,,,0,,,0,,,"Algeria, Morocco, DR Congo (Zaire), Iraq, Kuwait","600, 615, 490, 645, 690","4, 2"
615,Government of Algeria,Government of Algeria,,Government of Algeria,0,,,,4,"1-135, 1-191, 1-81","1, 2, 3, 4, 611, 845, 98",1,,0,,,0,,0,,,0,,,0,,,0,,,"Algeria, Morocco","600, 615",4
616,Government of Tunisia,Government of Tunisia,,Government of Tunisia,0,,,,4,"1-148, 1-75","551, 609",1,,0,,,0,,0,,,0,,,0,,,0,,,"France, Tunisia","220, 616","1, 4"
620,Government of Libya,Government of Libya,,Government of Libya,0,,,,4,"1-118, 1-166, 1-222, 1-271, 1-91","14059, 14249, 17, 486, 556, 660, 663, 664, 700, 701, 823, 825",1,620,0,,,0,,0,,,0,,,0,,,0,,,"Uganda, Chad, Libya, Niger, Central African Republic","500, 483, 620, 436, 482",4
625,Government of Sudan,Government of Sudan,,Government of Sudan,0,,,,4,"1-113, 1-118, 1-269, 1-276, 1-85","14134, 14150, 151, 433, 434, 520, 521, 630, 631, 641, 645, 648, 676, 808, 812, 813, 815, 817, 833",1,625,0,,,0,,0,,,0,,,0,,,0,,,"Sudan, Uganda, Chad, South Sudan","625, 500, 483, 626",4
626,Government of South Sudan,Government of South Sudan,,Government of South Sudan,0,,,,4,"1-118, 1-270, 1-276","151, 817, 818, 819, 859, 860",1,626,0,,,0,,0,,,0,,,0,,,0,,,"Uganda, South Sudan, Sudan","500, 626, 625",4
630,Government of Iran,Government of Iran,,Government of Iran,0,,,,4,"1-121, 1-128, 1-143, 1-144, 1-6, 1-7","246, 260, 459, 468, 543, 546, 561, 640",1,,0,,,0,,0,,,0,,,0,,,0,,,"Iran, Oman, Iraq","630, 698, 645",2
640,Government of Turkey,Government of Turkey,,Government of Turkey,0,,,,4,"1-127, 1-137, 1-159, 1-176, 1-188, 1-218, 1-224, 1-38","295, 320, 327, 330, 333, 360, 412, 423, 457, 492, 618",1,,0,,,0,,0,,,0,,,0,,,0,,,"North Korea, South Korea, Cyprus, Turkey, Afghanistan, Iraq, Kuwait, Serbia (Yugoslavia), United States of America","731, 732, 352, 640, 700, 645, 690, 345, 2","3, 1, 2, 5"
645,Government of Iraq,Government of Iraq,,Government of Iraq,0,,,,4,"1-128, 1-176, 1-226, 1-30, 1-62, 1-74","279, 285, 298, 320, 332, 442, 443, 448, 543, 578, 619, 653, 717, 718, 719, 720",1,645,0,,,0,,0,,,0,,,0,,,0,,,"Australia, Egypt, Iran, Iraq, Israel, Jordan, Kuwait, Lebanon, Syria, United Kingdom, United States of America","900, 651, 630, 645, 666, 663, 690, 660, 652, 20, 2","1, 2, 3, 5"
651,Government of Egypt,Government of Egypt,,Government of Egypt,0,,,,4,"1-104, 1-176, 1-196, 1-274, 1-30, 1-33, 1-42, 1-55","12487, 12582, 241, 320, 529, 604, 616, 619, 620, 835, 862, 863, 865",1,651,0,,,0,,0,,,0,,,0,,,0,,,"Egypt, France, United Kingdom, Yemen (North Yemen), Israel, Iraq, Kuwait, Mali, Lebanon, Jordan, Syria","651, 220, 645, 666, 663, 690, 660, 678, 652, 20, 432","1, 2, 4"
652,Government of Syria,Government of Syria,,Government of Syria,0,,,,4,"1-102, 1-106, 1-176, 1-30, 1-37, 1-63","320, 376, 383, 518, 519, 531, 619, 722, 780, 781, 867",1,652,0,,,0,,0,,,0,,,0,,,0,,,"Syria, Egypt, Iraq, Israel, Jordan, Lebanon, Kuwait","652, 651, 645, 666, 663, 660, 690",2
660,Government of Lebanon,Government of Lebanon,,Government of Lebanon,0,,,,4,"1-30, 1-63","14244, 376, 383, 570, 619, 722, 723, 724, 725, 726",1,,0,,,0,,0,,,0,,,0,,,0,,,"Egypt, Iraq, Israel, Jordan, Lebanon, Syria","651, 645, 666, 663, 660, 652",2
663,Government of Jordan,Government of Jordan,,Government of Jordan,0,,,,4,"1-105, 1-121, 1-137, 1-224, 1-274, 1-30, 1-62","12582, 327, 360, 412, 423, 448, 530, 561, 619, 835, 862, 863, 865",1,,0,,,0,,0,,,0,,,0,,,0,,,"Egypt, Israel, Jordan, Oman, Afghanistan, United States of America, Iraq, Mali, Syria, Lebanon","700, 651, 645, 666, 663, 660, 698, 652, 2, 432","2, 3, 5, 4"
666,Government of Israel,Government of Israel,,Government of Israel,0,,,,4,"1-104, 1-105, 1-106, 1-251, 1-30, 1-37, 1-55","377, 380, 381, 419, 426, 427, 428, 529, 530, 531, 619, 620, 629, 643, 695, 696, 780, 781",1,666,0,,,0,,0,,,0,,,0,,,0,,,"Egypt, France, Iraq, Israel, Jordan, Lebanon, Syria, United Kingdom","651, 220, 645, 666, 663, 660, 652, 20","1, 2"
670,Government of Saudi Arabia,Government of Saudi Arabia,,Government of Saudi Arabia,0,,,,4,"1-145, 1-176, 1-224, 1-62","320, 360, 448, 548",1,,0,,,0,,0,,,0,,,0,,,0,,,"Saudi Arabia, Iraq, Kuwait, United States of America","670, 645, 690, 2","2, 5"
678,Government of Yemen (North Yemen),Government of North Yemen,,Government of North Yemen,1,Government of Yemen (North Yemen),Government of Yemen (North Yemen),Government of Yemen (North Yemen),4,"1-124, 1-207, 1-274, 1-33","10855, 375, 563, 615, 616, 617, 784, 835, 862, 863, 865",1,678,0,,,0,,0,,,0,,,0,,,0,,,"Yemen (North Yemen), South Yemen, Mali","678, 680, 432","2, 4"
680,Government of South Yemen,Government of South Yemen,,Government of South Yemen,0,,,,4,"1-121, 1-124, 1-133, 1-164, 1-71, 1-78","522, 53, 561, 563, 564, 589, 667",1,,0,,,0,,0,,,0,,,0,,,0,,,"Ethiopia, Somalia, Oman, South Yemen, Yemen (North Yemen)","530, 520, 698, 678, 680","4, 2"
690,Government of Kuwait,Government of Kuwait,,Government of Kuwait,0,,,,4,"1-176, 1-224","320, 360",1,,0,,,0,,0,,,0,,,0,,,0,,,"Iraq, Kuwait, United States of America","645, 690, 2","2, 5"
692,Government of Bahrain,Government of Bahrain,,Government of Bahrain,0,,,,4,"1-137, 1-176, 1-62","320, 327, 448",0,692,0,,,0,,0,,,0,,,0,,,0,,,"Iraq, Kuwait, Afghanistan, Bahrain","645, 690, 700, 692","2, 3"
694,Government of Qatar,Government of Qatar,,Government of Qatar,0,,,,4,1-176,320,0,,0,,,0,,0,,,0,,,0,,,0,,,"Iraq, Kuwait","645, 690",2
696,Government of United Arab Emirates,Government of United Arab Emirates,,Government of United Arab Emirates,0,,,,4,"1-137, 1-176, 1-62","320, 327, 412, 448",0,,0,,,0,,0,,,0,,,0,,,0,,,"Afghanistan, Iraq, Kuwait","700, 645, 690","3, 2"
698,Government of Oman,Government of Oman,,Government of Oman,0,,,,4,"1-121, 1-176, 1-61","320, 561, 607",1,,0,,,0,,0,,,0,,,0,,,0,,,"Oman, Iraq, Kuwait","698, 645, 690",2
700,Government of Afghanistan,Government of Afghanistan,,Government of Afghanistan,0,,,,4,"1-137, 1-224, 1-256","327, 360, 411, 412, 413, 422, 423, 476, 727, 731, 732, 733, 735, 737, 758, 760",1,700,0,,,0,,0,,,0,,,0,,,0,,,"Afghanistan, Russia (Soviet Union), United States of America","700, 365, 2","1, 3, 5"
702,Government of Tajikistan,Government of Tajikistan,,Government of Tajikistan,0,,,,4,"1-200, 1-274","12582, 353, 415, 809, 835, 848, 849, 862, 863, 865",1,702,0,,,0,,0,,,0,,,0,,,0,,,"Tajikistan, Mali","702, 432","3, 4"
703,Government of Kyrgyzstan,Government of Kyrgyzstan,,Government of Kyrgyzstan,0,,,,4,1-221,363,0,,0,,,0,,0,,,0,,,0,,,0,,,Uzbekistan,704,3
704,Government of Uzbekistan,Government of Uzbekistan,,Government of Uzbekistan,0,,,,4,"1-200, 1-221","353, 363, 444",1,,0,,,0,,0,,,0,,,0,,,0,,,"Tajikistan, Uzbekistan","702, 704",3
705,Government of Kazakhstan,Government of Kazakhstan,,Government of Kazakhstan,0,,,,4,1-62,"442, 443, 448, 578",0,,0,,,0,,0,,,0,,,0,,,0,,,Iraq,645,2
710,Government of China,Government of China,,Government of China,0,,,,4,"1-108, 1-109, 1-138, 1-18, 1-273, 1-274, 1-3, 1-35, 1-38, 1-39, 1-77","12582, 466, 532, 533, 550, 580, 606, 608, 613, 618, 830, 835, 862, 863, 865",1,710,0,,,0,,0,,,0,,,0,,,0,,,"China, North Korea, South Korea, Taiwan, India, Myanmar (Burma), Russia (Soviet Union), Vietnam (North Vietnam), Mali","710, 731, 732, 713, 750, 775, 365, 816, 432","3, 1, 4"
712,Government of Mongolia,Government of Mongolia,,Government of Mongolia,0,,,,4,"1-137, 1-62","327, 412, 442, 443, 448, 578",0,,0,,,0,,0,,,0,,,0,,,0,,,"Afghanistan, Iraq","700, 645","3, 2"
713,Government of Taiwan,Government of Taiwan,,Government of Taiwan,0,,,,4,1-35,608,1,,0,,,0,,0,,,0,,,0,,,0,,,"China, Taiwan","710, 713",3
731,Government of North Korea,Government of North Korea,,Government of North Korea,0,,,,4,"1-38, 1-96","618, 803",1,,0,,,0,,0,,,0,,,0,,,0,,,"North Korea, South Korea, South Vietnam, Vietnam (North Vietnam)","731, 732, 816, 817",3
732,Government of South Korea,Government of South Korea,,Government of South Korea,0,,,,4,"1-137, 1-38, 1-62, 1-96","327, 412, 442, 443, 448, 578, 618, 803",1,,0,,,0,,0,,,0,,,0,,,0,,,"North Korea, South Korea, South Vietnam, Vietnam (North Vietnam), Afghanistan, Iraq","731, 732, 816, 817, 700, 645","3, 2"
740,Government of Japan,Government of Japan,,Government of Japan,0,,,,4,"1-137, 1-224","360, 423",0,,0,,,0,,0,,,0,,,0,,,0,,,"Afghanistan, United States of America","700, 2","3, 5"
750,Government of India,Government of India,,Government of India,0,,,,4,"1-139, 1-152, 1-156, 1-169, 1-170, 1-20, 1-227, 1-259, 1-263, 1-272, 1-28, 1-29, 1-54, 1-77, 1-99","11299, 11932, 14102, 262, 269, 286, 296, 309, 313, 325, 336, 345, 355, 387, 405, 406, 451, 505, 515, 613, 689, 690, 711, 757, 764, 766, 772, 785, 788, 842",1,750,0,,,0,,0,,,0,,,0,,,0,,,"India, Pakistan, Hyderabadh, China, Bangladesh","750, 770, 751, 710, 771",3
751,Government of Hyderabad,Government of Hyderabad,,Government of Hyderabad,0,,,,4,"1-19, 1-28","756, 757",1,,0,,,0,,0,,,0,,,0,,,0,,,"Hyderabad, India","751, 750",3
770,Government of Pakistan,Government of Pakistan,,Government of Pakistan,0,,,,4,"1-116, 1-129, 1-137, 1-176, 1-20, 1-209, 1-224","10961, 14227, 320, 327, 340, 345, 360, 412, 542, 544, 638, 639, 768, 774, 843, 844",1,,0,,,0,,0,,,0,,,0,,,0,,,"India, Pakistan, Afghanistan, Iraq, Kuwait, United States of America","750, 770, 700, 645, 690, 2","3, 2, 5"
771,Government of Bangladesh,Government of Bangladesh,,Government of Bangladesh,0,,,,4,"1-126, 1-176, 1-274, 1-275","12582, 223, 320, 835, 838, 839, 862, 863, 865",1,771,0,,,0,,0,,,0,,,0,,,0,,,"Bangladesh, Iraq, Kuwait, Mali","771, 645, 690, 432","3, 2, 4"
775,Government of Myanmar (Burma),Government of Myanmar (Burma),,Government of Myanmar (Burma),0,,,,4,"1-108, 1-228, 1-23, 1-24, 1-25, 1-26, 1-264, 1-265, 1-277, 1-279, 1-34, 1-56, 1-67","14273, 304, 305, 306, 307, 308, 310, 311, 312, 314, 321, 322, 326, 532, 677, 678, 683, 684, 742, 743, 744, 746, 747, 748, 750, 751, 753, 790, 794, 795, 797, 798, 799, 800, 801, 802, 805, 826, 853",1,775,0,,,0,,0,,,0,,,0,,,0,,,"Myanmar (Burma), China, Bangladesh, Thailand","775, 710, 771, 800",3
780,Government of Sri Lanka,Government of Sri Lanka,,Government of Sri Lanka,0,,,,4,"1-117, 1-157","243, 256, 526, 687",1,780,0,,,0,,0,,,0,,,0,,,0,,,Sri Lanka,780,3
790,Government of Nepal,Government of Nepal,,Government of Nepal,0,,,,4,"1-274, 1-72","12582, 349, 652, 835, 862, 863, 865",1,790,0,,,0,,0,,,0,,,0,,,0,,,"Nepal, Mali","790, 432","3, 4"
800,Government of Thailand,Government of Thailand,,Government of Thailand,0,,,,4,"1-15, 1-161, 1-248, 1-38, 1-43, 1-65, 1-96, 1-97","472, 484, 517, 537, 598, 599, 618, 734, 736, 803",1,,0,,,0,,0,,,0,,,0,,,0,,,"France, Thailand, North Korea, South Korea, Laos, South Vietnam, Vietnam (North Vietnam), Cambodia (Kampuchea)","220, 800, 731, 732, 812, 816, 817, 811","1, 3"
811,Government of Cambodia (Kampuchea),Government of Cambodia,,Government of Cambodia,1,Government of Kampuchea,,Government of Kampuchea,4,"1-103, 1-132, 1-274, 1-97","12582, 364, 378, 379, 517, 545, 553, 835, 862, 863, 865",1,811,0,,,0,,0,,,0,,,0,,,0,,,"Cambodia (Kampuchea), Vietnam (North Vietnam), Thailand, Mali","811, 816, 800, 432","3, 4"
812,Government of Laos,Government of Laos,,Government of Laos,0,,,,4,"1-103, 1-161, 1-65","364, 382, 537, 734, 736",1,812,0,,,0,,0,,,0,,,0,,,0,,,"Laos, Cambodia (Kampuchea), Thailand","812, 811, 800",3
816,Government of Vietnam (North Vietnam),Government of North Vietnam,,Government of North Vietnam,1,Government of Vietnam (North Vietnam),,Government of Vietnam (North Vietnam),4,"1-103, 1-132, 1-138, 1-65, 1-96","364, 378, 379, 545, 550, 553, 734, 803",1,,0,,,0,,0,,,0,,,0,,,0,,,"Laos, South Vietnam, Vietnam (North Vietnam), Cambodia (Kampuchea), China","812, 816, 817, 811, 710",3
817,Government of South Vietnam,Government of South Vietnam,,Government of South Vietnam,0,,,,4,"1-103, 1-52, 1-65, 1-96","364, 614, 734, 803",1,,0,,,0,,0,,,0,,,0,,,0,,,"South Vietnam, Laos, Vietnam (North Vietnam), Cambodia (Kampuchea)","817, 812, 816, 811",3
820,Government of Malaysia,Government of Malaysia,,Government of Malaysia,0,,,,4,"1-137, 1-278, 1-64, 1-83, 1-84","327, 412, 585, 586, 610, 861",1,,0,,,0,,0,,,0,,,0,,,0,,,"Malaysia, Indonesia, Afghanistan","820, 850, 700",3
830,Government of Singapore,Government of Singapore,,Government of Singapore,0,,,,4,1-137,"327, 412",0,,0,,,0,,0,,,0,,,0,,,0,,,Afghanistan,700,3
840,Government of Philippines,Government of Philippines,,Government of Philippines,0,,,,4,"1-10, 1-112, 1-38, 1-62, 1-96","217, 220, 242, 247, 249, 252, 442, 443, 448, 469, 507, 618, 647, 803, 834",1,840,0,,,0,,0,,,0,,,0,,,0,,,"Philippines, North Korea, South Korea, South Vietnam, Vietnam (North Vietnam), Iraq","840, 731, 732, 816, 817, 645","3, 2"
850,Government of Indonesia,Government of Indonesia,,Government of Indonesia,0,,,,4,"1-134, 1-171, 1-40, 1-46, 1-79, 1-84, 1-94","344, 347, 498, 595, 596, 605, 610, 612, 752",1,850,0,,,0,,0,,,0,,,0,,,0,,,"Indonesia, Netherlands, Malaysia","850, 210, 820,","3, 1"
900,Government of Australia,Government of Australia,,Government of Australia,0,,,,4,"1-137, 1-176, 1-224, 1-226, 1-31, 1-38, 1-62, 1-64, 1-96","320, 327, 332, 360, 412, 423, 442, 443, 448, 578, 585, 618, 693, 803",1,,0,,,0,,0,,,0,,,0,,,0,,,"Australia, Malaysia, North Korea, South Korea, South Vietnam, Vietnam (North Vietnam), Afghanistan, Iraq, Kuwait, United States of America","820, 731, 732, 816, 817, 700, 645, 690, 2, 900","1, 3, 2, 5"
910,Government of Papua New Guinea,Government of Papua New Guinea,,Government of Papua New Guinea,0,,,,4,1-174,337,1,910,0,,,0,,0,,,0,,,0,,,0,,,Papua New Guinea,910,3
920,Government of New Zealand,Government of New Zealand,,Government of New Zealand,0,,,,4,"1-137, 1-224, 1-31, 1-38, 1-64, 1-96","327, 360, 412, 585, 618, 693, 803",0,,0,,,0,,0,,,0,,,0,,,0,,,"Malaysia, North Korea, South Korea, South Vietnam, Vietnam (North Vietnam), Afghanistan, United States of America","820, 731, 732, 816, 817, 700, 2","3, 5"
972,Government of Tonga,Government of Tonga,,Government of Tonga,0,,,,4,"1-137, 1-62","327, 412, 442, 443, 448, 578",0,,0,,,0,,0,,,0,,,0,,,0,,,"Afghanistan, Iraq","700, 645","3, 2"
1001,Khmer Issarak,Khmer Issarak,Khmer Issarak,Khmer Issarak,0,,,,1,1-2,654,,,0,,,0,,0,,,0,,,0,,,0,,,Cambodia (Kampuchea),811,3
1002,PLA,PLA,,People's Liberation Army,0,,,,1,1-3,466,,,0,,,0,,0,,,0,,,0,,,0,,,China,710,3
1003,DSE,DSE,Dimkratikos stratos ellados,Democratic Army of Greece,0,,,,1,1-4,467,,,0,,,0,,0,,,0,,,0,,,0,,,Greece,350,1
1004,Indonesian People's Army,Indonesian People's Army,,Indonesian People's Army,0,,,,1,1-5,657,,,0,,,0,,0,,,0,,,0,,,0,,,Indonesia,850,3
1005,KDPI,Republic of Kurdistan,Republic of Kurdistan,Republic of Kurdistan,1,KDPI,Partî Dêmokiratî Kurdistanî Êran,Kurdish Democratic Party of Iran,1,1-6,260,,,0,,,0,,0,,,0,,,0,,,0,,,Iran,630,2
1006,Republic of Azerbaijan,Republic of Azerbaijan,,Republic of Azerbaijan,0,,,,1,1-7,468,,,0,,,0,,0,,,0,,,0,,,0,,,Iran,630,2
1007,IZL [Etzel],IZL [Etzel],Irgun zwai leumi,National Military Organisation,0,,,,1,1-8,665,,,0,,,0,,0,,,0,,,0,,,0,,,Israel,666,2
1008,Lao Issara,Lao Issara,Lao Issara,Lao Issara,0,,,,1,1-9,666,,,0,,,0,,0,,,0,,,0,,,0,,,Laos,812,3
1009,Huk,Huk,Hukbong Mapagpalaya ng Bayan,People’s Liberation Army,0,,,,1,1-10,469,,,0,,,0,,0,,,0,,,0,,,0,,,Philippines,840,3
1010,CPP,CPP,Communist Party of the Philippines,Communist Party of the Philippines,0,,,,1,1-10,217,,,0,,,0,,0,,,0,,,0,,,0,,,Philippines,840,3
1011,"Military faction (forces of Honasan, Abenina & Zumel)","Military faction (forces of Honasan, Abenina & Zumel)",,"Military faction (forces of Honasan, Abenina & Zumel)",0,,,,1,1-10,220,,,0,,,0,,0,,,0,,,0,,,0,,,Philippines,840,3
1012,Forest Brothers,Forest Brothers,Metsavennad,Forest Brothers,0,,,,1,1-11,478,,,0,,,0,,0,,,0,,,0,,,0,,,Russia (Soviet Union),365,1
1013,LNPA,LNPA,,Latvian National Guerilla Association,0,,,,1,1-12,481,,,0,,,0,,0,,,0,,,0,,,0,,,Russia (Soviet Union),365,1
1014,LTS(p)A,LTS(p)A,,Association of the Latvian Fatherland Guards,0,,,,1,1-12,479,,,0,,,0,,0,,,0,,,0,,,0,,,Russia (Soviet Union),365,1
1015,BDPS,BDPS,Bendras demokratinio pasipriesinimo sajudis,United Democratic Resistance Movement,0,,,,1,1-13,482,,,0,,,0,,0,,,0,,,0,,,0,,,Russia (Soviet Union),365,1
1016,UPA,UPA,,Ukraine Partisan Army,0,,,,1,1-14,483,,,0,,,0,,0,,,0,,,0,,,0,,,Russia (Soviet Union),365,1
1017,Viet minh,Viet minh,Viet Nam doc lap dong minh hoi,Vietnamese Independence League,0,,,,1,1-17,668,,,0,,,0,,0,,,0,,,0,,,0,,,Vietnam (North Vietnam),816,3
1018,Taiwanese insurgents,Taiwanese insurgents,,Taiwanese insurgents,0,,,,1,1-18,580,,,0,,,0,,0,,,0,,,0,,,0,,,China,710,3
1019,CPI,CPI,,Communist Party of India,0,,,,1,"1-19, 1-29","689, 756",,,0,,,0,,0,,,0,,,0,,,0,,,"Hyderabadh, India","751, 750",3
1020,MDRM,MDRM,Mouvement démocratique de la rénovation malgache,Democratic Movement for Malagsy Renewal,0,,,,1,1-21,669,,,0,,,0,,0,,,0,,,0,,,0,,,Madagascar (Malagasy),580,4
1021,KNU,KNU,,Karen National Union,0,,,,1,1-23,306,,,0,,2-53,0,,1,KNUP,1757,0,,,0,,,0,,,"Myanmar (Burma), Thailand","775, 800",3
1022,God's Army,God's Army,,God's Army,0,,,,1,1-23,314,,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
1023,CPB,CPB,,Communist Party of Burma,0,,,,1,1-24,305,,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
1024,CPB-RF,CPB-RF,,Communist Party of Burma-Red Flag,0,,,,1,1-24,677,,,0,,,0,,1,CPB,1023,0,,,0,,,0,,,Myanmar (Burma),775,3
1025,"PVO - ""White Band"" faction","PVO - ""White Band"" faction",,"People's Volunteer Organization-""White Band"" faction",0,,,,1,1-24,678,,,0,,,0,,1,CPB,1023,0,,,0,,,0,,,Myanmar (Burma),775,3
1026,ABSDF,ABSDF,,All-Burma Students Democratic Front,0,,,,1,1-24,322,,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
1029,RSO,RSO,,Rohingya Solidarity Organisation,0,,,,1,1-25,312,,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
1030,MFL-MUF,MFL-MUF,,Mon Freedom League-Mon United Front,0,,,,1,1-26,683,,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
